,train-loss,train-acc,vali-loss,vali-acc,elapse-time
0,0.7724111947368403,0.5738,0.9068778200087204,0.634,46.017279624938965
1,0.8524918336360181,0.5,0.7051186612228942,0.6209,
2,0.753456137707976,0.5861,0.6959323812933529,0.5817,
3,0.8005682435192045,0.5697,1.2107696778634016,0.5556,
4,0.8354895491091932,0.5615,0.8202817159540513,0.6144,
5,0.7319632062657935,0.6352,1.0338260531425476,0.5621,
6,0.7102620374472415,0.6189,0.7375887379147648,0.6863,
7,0.6034730770548836,0.668,0.6094883949148888,0.7451,
8,0.619409690626332,0.6516,0.6240128415082794,0.7255,
9,0.5634630898960301,0.7172,0.6616601437525033,0.7255,
10,0.5933932063520931,0.6803,0.574163049264671,0.7059,
11,0.6008309123457455,0.6803,0.656772602617351,0.7255,
12,0.5939565320483974,0.6721,0.6206144935944501,0.6928,
13,0.6089443701212524,0.6598,0.6016544041290782,0.732,
14,0.5711320369947152,0.6721,0.6101688937424055,0.719,
15,0.5783397286641793,0.6844,0.5838565916017769,0.719,
16,0.5929142813213536,0.6885,0.5927711242164662,0.732,
17,0.607632084459555,0.6926,0.5504125189157872,0.7255,
18,0.5526255398500161,0.7254,0.5855828796336854,0.7255,
19,0.5918516125835356,0.6844,0.6512970655572181,0.7124,
20,0.5777827191059707,0.6844,0.5846038854200076,0.7255,
21,0.5595627109535405,0.7049,0.5938210791232539,0.7255,
22,0.5899551696464663,0.6844,0.5834262612598394,0.7124,
23,0.5950314138756424,0.668,0.5879130659539715,0.7255,
24,0.5660817574282162,0.7008,0.6136345688034507,0.732,
